date,flight_number,carrier_code,airline,origin_city,origin_airport_code,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status_code,status,final_status,delay_departure_min,delay_arrival_min,canceled,diverted
2026-07-24,2276,6E,IndiGo,Delhi,DEL,2026-07-24T17:55:00.000,2026-07-24T17:44:00.000,2026-07-24T20:15:00.000,2026-07-24T19:59:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,2707,AI,Air India,Delhi,DEL,2026-07-24T18:00:00.000,2026-07-24T17:57:00.000,2026-07-24T20:20:00.000,2026-07-24T20:19:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,801,6E,IndiGo,Raipur,RPR,2026-07-24T19:00:00.000,2026-07-24T18:55:00.000,2026-07-24T20:25:00.000,2026-07-24T20:19:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,222,EY,Etihad Airways,Abu Dhabi,AUH,2026-07-24T14:00:00.000,2026-07-24T14:30:00.000,2026-07-24T20:30:00.000,2026-07-24T20:49:00.000,L,Arrived,Delayed,30.0,19.0,False,False
2026-07-24,6852,6E,IndiGo,Jaipur,JAI,2026-07-24T18:15:00.000,2026-07-24T18:15:00.000,2026-07-24T20:30:00.000,2026-07-24T20:29:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,6152,6E,IndiGo,Guwahati,GAU,2026-07-24T19:15:00.000,2026-07-24T19:31:00.000,2026-07-24T20:30:00.000,2026-07-24T20:45:00.000,L,Arrived,Delayed,16.0,15.0,False,False
2026-07-24,606,6E,IndiGo,Chennai,MAA,2026-07-24T18:05:00.000,2026-07-24T17:57:00.000,2026-07-24T20:35:00.000,2026-07-24T20:13:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,6041,6E,IndiGo,Chandigarh,IXC,2026-07-24T18:25:00.000,2026-07-24T18:12:00.000,2026-07-24T20:40:00.000,2026-07-24T20:31:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,5086,6E,IndiGo,Mumbai,BOM,2026-07-24T18:00:00.000,2026-07-24T17:57:00.000,2026-07-24T20:50:00.000,2026-07-24T20:36:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,342,6E,IndiGo,Patna,PAT,2026-07-24T19:45:00.000,2026-07-24T19:49:00.000,2026-07-24T21:05:00.000,2026-07-24T20:58:00.000,L,Arrived,On Time,4.0,0.0,False,False
2026-07-24,676,6E,IndiGo,Bengaluru,BLR,2026-07-24T18:30:00.000,2026-07-24T18:28:00.000,2026-07-24T21:10:00.000,2026-07-24T20:57:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,771,CD,Alliance Air,Guwahati,GAU,2026-07-24T19:30:00.000,2026-07-24T20:45:00.000,2026-07-24T21:15:00.000,2026-07-24T22:24:00.000,L,Arrived,Delayed,75.0,69.0,False,False
2026-07-24,2709,AI,Air India,Delhi,DEL,2026-07-24T19:10:00.000,2026-07-24T19:14:00.000,2026-07-24T21:20:00.000,2026-07-24T21:27:00.000,L,Arrived,On Time,4.0,7.0,False,False
2026-07-24,6705,6E,IndiGo,Agartala,IXA,2026-07-24T20:20:00.000,2026-07-24T20:09:00.000,2026-07-24T21:20:00.000,2026-07-24T21:07:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,617,6E,IndiGo,Vishakhapatnam,VTZ,2026-07-24T19:50:00.000,2026-07-24T19:34:00.000,2026-07-24T21:30:00.000,2026-07-24T21:02:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,1532,IX,Air India Express,Bagdogra,IXB,2026-07-24T19:55:00.000,2026-07-24T20:34:00.000,2026-07-24T21:30:00.000,2026-07-24T21:43:00.000,L,Arrived,On Time,39.0,13.0,False,False
2026-07-24,6517,6E,IndiGo,Delhi,DEL,2026-07-24T19:30:00.000,2026-07-24T19:49:00.000,2026-07-24T21:45:00.000,2026-07-24T21:59:00.000,L,Arrived,On Time,19.0,14.0,False,False
2026-07-24,1369,IX,Air India Express,Guwahati,GAU,2026-07-24T20:20:00.000,2026-07-24T23:43:00.000,2026-07-24T21:45:00.000,2026-07-25T01:04:00.000,L,Arrived,Delayed,203.0,199.0,False,False
2026-07-24,7117,6E,IndiGo,Bhubaneswar,BBI,2026-07-24T20:25:00.000,2026-07-24T20:18:00.000,2026-07-24T21:55:00.000,2026-07-24T21:39:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,803,BZ*,Blue Dart Aviation,Guwahati,GAU,2026-07-24T23:15:00.000,,2026-07-25T01:40:00.000,2026-07-25T07:43:00.000,L,Arrived,Delayed,0.0,363.0,False,False
2026-07-24,1577,IX,Air India Express,Chennai,MAA,2026-07-24T19:40:00.000,2026-07-24T19:35:00.000,2026-07-24T22:10:00.000,2026-07-24T21:55:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,2411,AI,Air India,Mumbai,BOM,2026-07-24T19:20:00.000,2026-07-24T19:09:00.000,2026-07-24T22:15:00.000,2026-07-24T21:52:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,6502,6E,IndiGo,Varanasi,VNS,2026-07-24T20:50:00.000,2026-07-24T21:20:00.000,2026-07-24T22:15:00.000,2026-07-24T22:46:00.000,L,Arrived,Delayed,30.0,31.0,False,False
2026-07-24,65,AK,AirAsia,Kuala Lumpur,KUL,2026-07-24T20:45:00.000,2026-07-24T20:49:00.000,2026-07-24T22:20:00.000,2026-07-24T22:12:00.000,L,Arrived,On Time,4.0,0.0,False,False
2026-07-24,1125,AKJ,Akasa Air,Mumbai,BOM,2026-07-24T19:25:00.000,2026-07-24T19:44:00.000,2026-07-24T22:20:00.000,2026-07-24T22:07:00.000,L,Arrived,On Time,19.0,0.0,False,False
2026-07-24,6664,6E,IndiGo,Guwahati,GAU,2026-07-24T21:10:00.000,2026-07-24T21:22:00.000,2026-07-24T22:25:00.000,2026-07-24T22:38:00.000,L,Arrived,On Time,12.0,13.0,False,False
2026-07-24,516,SQ,Singapore Airlines,Singapore,SIN,2026-07-24T20:40:00.000,2026-07-24T20:36:00.000,2026-07-24T22:35:00.000,2026-07-24T22:34:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,6566,6E,IndiGo,Indore,IDR,2026-07-24T20:30:00.000,2026-07-24T20:14:00.000,2026-07-24T22:40:00.000,2026-07-24T22:22:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,6287,6E,IndiGo,Mumbai,BOM,2026-07-24T19:50:00.000,2026-07-24T19:50:00.000,2026-07-24T22:45:00.000,2026-07-24T22:30:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,7235,6E,IndiGo,Ranchi,IXR,2026-07-24T21:25:00.000,2026-07-24T21:07:00.000,2026-07-24T22:45:00.000,2026-07-24T22:17:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,7216,6E,IndiGo,Raipur,RPR,2026-07-24T20:55:00.000,2026-07-24T20:38:00.000,2026-07-24T22:55:00.000,2026-07-24T22:44:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,975,6E,IndiGo,Bengaluru,BLR,2026-07-24T20:20:00.000,2026-07-24T20:38:00.000,2026-07-24T23:00:00.000,2026-07-24T23:02:00.000,L,Arrived,On Time,18.0,2.0,False,False
2026-07-24,184,MH,Malaysia Airlines,Kuala Lumpur,KUL,2026-07-24T22:05:00.000,2026-07-24T22:17:00.000,2026-07-24T23:25:00.000,2026-07-24T23:42:00.000,L,Arrived,Delayed,12.0,17.0,False,False
2026-07-24,944,6E,IndiGo,Hyderabad,HYD,2026-07-24T21:15:00.000,2026-07-24T21:37:00.000,2026-07-24T23:25:00.000,2026-07-24T23:43:00.000,L,Arrived,Delayed,22.0,18.0,False,False
2026-07-24,923,6E,IndiGo,Chennai,MAA,2026-07-24T21:10:00.000,2026-07-24T21:05:00.000,2026-07-24T23:30:00.000,2026-07-24T23:18:00.000,L,Arrived,On Time,0.0,0.0,False,False
2026-07-24,770,TVJ,Thai VietJet Air,Bangkok,BKK,2026-07-24T22:25:00.000,2026-07-24T22:34:00.000,2026-07-24T23:50:00.000,2026-07-24T23:50:00.000,L,Arrived,On Time,9.0,0.0,False,False
2026-07-24,120,FD,Thai AirAsia,Bangkok,DMK,2026-07-24T22:45:00.000,2026-07-24T22:45:00.000,2026-07-24T23:50:00.000,2026-07-24T23:48:00.000,L,Arrived,On Time,0.0,0.0,False,False
